=> 2-grams:
a la calle a: 2 
desde el día de: 2 
lo que estaba haciendo: 2 
llevaba en la mano: 2 
Se hubiera dicho que: 2 
en sus años de: 2 
Aureliano Segundo en la: 2 
Segundo en la casa.: 2 
la casa con sus: 2 
el rumbo de su: 2 
muy lejos de la: 2 
a la una de: 2 
la una de la: 2 
una de la madrugada: 2 
polvo y la destrucción: 2 
pesar de que no: 2 
de la Piedad. Úrsula: 2 
de la familia pero: 2 
de las matronas francesas.: 2 
distante en que el: 2 
de un anciano con: 2 
alas de cuervo que: 2 
el transcurso del tiempo: 2 
miembros de la familia: 2 
a merced de las: 2 
merced de las polillas: 2 
de la destrucción de: 2 
dentro de sí mismo: 2 
de sí mismo y: 2 
un once de octubre: 2 
once de octubre en: 2 
en la cabeza como: 2 
la cabeza como un: 2 
De regreso al taller: 2 
y esperó en la: 2 
esperó en la cocina: 2 
en la cocina a: 2 
la cocina a que: 2 
instante de su vida: 2 
que fue ella la: 2 
que entró al taller: 2 
y encendió la luz: 2 
los otros en el: 2 
otros en el tarro: 2 
tajadas de plátano fritas: 2 
con la impresión de: 2 
no había estado en: 2 
sin que viniera a: 2 
que viniera a cuento: 2 
había vuelto a hablar: 2 
cayó en la cuenta: 2 
una mujer vestida de: 2 
pensando en el circo: 2 
con la frente apoyada: 2 
la frente apoyada en: 2 
hasta el día siguiente: 2 
cuando Santa Sofía de: 2 
a tirar la basura: 2 
tres veces al día: 2 
calor de la siesta: 2 
como de costumbre a: 2 
la madre con el: 2 
los comadreos de enamorados: 2 
que entró en la: 2 
sentimiento de valentía que: 2 
a su madre con: 2 
en la cabecera de: 2 
despertó a medianoche con: 2 
la cabeza y la: 2 
más de dos horas: 2 
de las parrandas y: 2 
los cordones de los: 2 
caer en la cuenta: 2 
y la mantenía al: 2 
los comisariatos de la: 2 
la pequeña Amaranta Úrsula: 2 
Amaranta Úrsula que era: 2 
con los médicos invisibles.: 2 
que los baúles se: 2 
máquina de manivela de: 2 
de manivela de Amaranta.: 2 
tenía algo que hacer: 2 
eran del dominio público.: 2 
fue a pasar vacaciones: 2 
a dar señales de: 2 
se dejaba arrastrar por: 2 
dejaba arrastrar por la: 2 
el fondo de las: 2 
dicho que en la: 2 
los ritos de la: 2 
ritos de la muerte.: 2 
como si no fuera: 2 
si no fuera una: 2 
que tuvo en la: 2 
de que se estaban: 2 
y había tratado de: 2 
tres años antes de: 2 
una mujer con un: 2 
las matronas francesas y: 2 
Lo único que le: 2 
de la muerte. Lo: 2 
los oficios de cocina.: 2 
favor de que le: 2 
había de morir sin: 2 
la última puntada en: 2 
última puntada en la: 2 
la noche del cuatro: 2 
noche del cuatro de: 2 
del cuatro de febrero: 2 
de que Amaranta Buendía: 2 
tres de la tarde: 2 
De no haber sido: 2 
y la falta de: 2 
y se sorprendió de: 2 
de que la casa: 2 
creyó que era una: 2 
a la vergüenza de: 2 
de este mundo como: 2 
como si de veras: 2 
para que se lavara: 2 
en la cama en: 2 
la cama en el: 2 
desde mucho antes de: 2 
mucho antes de la: 2 
noche en que Fernanda: 2 
al cine con su: 2 
hombre con quien se: 2 
de los Turcos y: 2 
los Turcos y la: 2 
tarde en que fue: 2 
a ver a Mauricio: 2 
ver a Mauricio Babilonia: 2 
a Mauricio Babilonia con: 2 
curso de la semana: 2 
le tendió la mano: 2 
ver los nuevos modelos: 2 
cuenta de que se: 2 
de que se estaba: 2 
del lugar en que: 2 
pedirle el favor de: 2 
se lavé las manos: 2 
a cualquier hora y: 2 
cualquier hora y en: 2 
hora y en cualquier: 2 
era una forma de: 2 
de pronto con un: 2 
le dijo . No: 2 
más de tres meses: 2 
La noche en que: 2 
confiando en que ella: 2 
en que ella se: 2 
pero Petra Cotes lo: 2 
la casa desde el: 2 
casa desde el atardecer.: 2 
tenía la impresión de: 2 
entre los alacranes y: 2 
los alacranes y las: 2 
alacranes y las mariposas: 2 
hora de la verdad: 2 
taller del coronel Aureliano: 2 
encontrado flotando en una: 2 
flotando en una canastilla.: 2 
versión de la canastilla: 2 
un descuido de Fernanda: 2 
metió en una maletita: 2 
en una maletita las: 2 
Vamos Renata le dijo.: 2 
por su parte no: 2 
la amargura de sus: 2 
las mariposas amarillas de: 2 
miró a través de: 2 
casi un siglo antes: 2 
de la tarde cuando: 2 
la cuenta de los: 2 
de su vida hasta: 2 
la tensión de los: 2 
por la certidumbre de: 2 
a Macondo y le: 2 
de Petra Cotes donde: 2 
puso a Amaranta Úrsula: 2 
y se dedicó a: 2 
los médicos invisibles le: 2 
Sin embargo antes de: 2 
y la compañía bananera: 2 
de los trabajadores se: 2 
de los servicios médicos: 2 
los servicios médicos y: 2 
haber sido por la: 2 
la mercancía de los: 2 
médicos de la compañía: 2 
que los niños se: 2 
y le hicieron firmar: 2 
copia del pliego de: 2 
de ciento veinte vagones: 2 
La calle de los: 2 
que el ejército había: 2 
facultaba al ejército para: 2 
Jefe Civil y Militar: 2 
Civil y Militar de: 2 
y Militar de la: 2 
la estación y se: 2 
los puestos de fritangas: 2 
techo de la estación: 2 
fuego. José Arcadio Segundo: 2 
la fascinación de la: 2 
primera vez en su: 2 
que tenía el cabello: 2 
y sólo entonces descubrió: 2 
convencerse de que estaba: 2 
estaban en la estación.: 2 
lo midió con una: 2 
midió con una mirada: 2 
una mirada de lástima.: 2 
por Santa Sofía de: 2 
tren cargado de muertos: 2 
el mesón de trabajo: 2 
mesón de trabajo y: 2 
al cuarto de Melquíades: 2 
Aureliano Segundo y Santa: 2 
Segundo y Santa Sofía: 2 
que aquel era el: 2 
en la infancia y: 2 
que sólo el coronel: 2 
sólo el coronel Aureliano: 2 
noche en que los: 2 
que los militares lo: 2 
ruido de la lluvia: 2 
de que lo enterraran: 2 
para asegurarse de que: 2 
noche en que el: 2 
de los tiempos en: 2 
vio que era un: 2 
de la lluvia. Aureliano: 2 
lluvia. Aureliano Segundo se: 2 
Aureliano Segundo se acordé: 2 
en el antiguo dormitorio: 2 
el antiguo dormitorio de: 2 
de no llamar las: 2 
no llamar las cosas: 2 
llamar las cosas por: 2 
las cosas por su: 2 
cosas por su nombre: 2 
de flores de papel: 2 
Aureliano Segundo la ayudé: 2 
de la cual no: 2 
y en parte por: 2 
el dormitorio de Memo: 2 
de arroz en el: 2 
medida que avanzaba el: 2 
Amaranta que en paz: 2 
que era el único: 2 
para que luego el: 2 
muerto de risa que: 2 
cuándo se servía el: 2 
se servía el vino: 2 
y de qué lado: 2 
de qué lado y: 2 
qué lado y en: 2 
lado y en qué: 2 
y en qué copa: 2 
en qué copa y: 2 
que creía que el: 2 
antes de que ella: 2 
con sus baúles trashumantes: 2 
sus baúles trashumantes y: 2 
baúles trashumantes y su: 2 
trashumantes y su acordeón: 2 
y su acordeón de: 2 
su acordeón de perdulario: 2 
a quien bastaba con: 2 
quien bastaba con verle: 2 
que por supuesto se: 2 
hasta muy avanzada la: 2 
uno tras otro los: 2 
los tiestos de begonias: 2 
las macetas de heléchos: 2 
y uno tras otro: 2 
Desde entonces no volvieron: 2 
entonces no volvieron a: 2 
y el pequeño Aureliano: 2 
en los pantanos del: 2 
los pantanos del patio: 2 
en los descuidos de: 2 
vida hasta el punto: 2 
de que Úrsula se: 2 
sin encontrar nada que: 2 
Bofia de la Piedad.: 2 
de la galería oriental: 2 
de Fernanda. Aureliano Segundo: 2 
de un momento a: 2 
un momento a otro: 2 
de los Turcos era: 2 
treinta y dos guerras: 2 
era tal vez el: 2 
cortinas de terciopelo y: 2 
de terciopelo y el: 2 
ráfagas de lucidez que: 2 
más de tres años: 2 
habían sido destruidos por: 2 
sido destruidos por la: 2 
una de las primeras: 2 
como si fuera un: 2 
si fuera un niño: 2 
poder humano capaz de: 2 
de doscientos vagones cargados: 2 
doscientos vagones cargados de: 2 
vagones cargados de muertos: 2 
veces al día para: 2 
al día para que: 2 
de que habían sido: 2 
andaba de casa en: 2 
no se daba cuenta: 2 
el patio de Petra: 2 
el tiempo que antes: 2 
y esto otro para: 2 
y esto para el: 2 
Pero con el tiempo: 2 
con el tiempo se: 2 
a Amaranta Úrsula en: 2 
pero al contrario de: 2 
al contrario de la: 2 
las dos o tres: 2 
en sus últimos meses: 2 
que era apenas más: 2 
era apenas más grande: 2 
apenas más grande que: 2 
que las hormigas coloradas: 2 
más grande que la: 2 
metálicas de las ventanas: 2 
la siesta y los: 2 
la muerte de los: 2 
la muerte de Úrsula: 2 
el fondo de una: 2 
y cuando empezó a: 2 
A la muerte de: 2 
de Amaranta Úrsula que: 2 
las hormigas coloradas que: 2 
hormigas coloradas que ya: 2 
a los cien años: 2 
que empezaba en la: 2 
Era una precaución inútil: 2 
una precaución inútil porque: 2 
el encierro y la: 2 
de la matanza de: 2 
compañía bananera y Aureliano: 2 
como un pretexto para: 2 
trabajadores acorralados en la: 2 
acorralados en la estación: 2 
en la estación y: 2 
en un tren de: 2 
un tren de doscientos: 2 
la compañía bananera que: 2 
que muchos años después: 2 
la verdad de que: 2 
en una hoguera que: 2 
una hoguera que prendió: 2 
hoguera que prendió en: 2 
que prendió en el: 2 
prendió en el patio.: 2 
faltriquera de jareta donde: 2 
junto a las victrolas.: 2 
Sin embargo a medida: 2 
embargo a medida que: 2 
que concibió la idea: 2 
que le dio el: 2 
los zapatos de cordobán: 2 
zapatos de cordobán con: 2 
primera vez desde el: 2 
en el cuarto Santa: 2 
el cuarto Santa Sofía: 2 
cuarto Santa Sofía de: 2 
que era lo único: 2 
la muerte de Aureliano: 2 
la compañía bananera se: 2 
uno de los diecisiete: 2 
lo que ella misma: 2 
en el piso del: 2 
de la Piedad no: 2 
hasta el fondo de: 2 
Pero cuando vio que: 2 
se volvió a saber: 2 
volvió a saber de: 2 
la almohadilla del papel: 2 
almohadilla del papel secante: 2 
los libros que le: 2 
recibir las cartas de: 2 
hasta muy altas horas: 2 
muy altas horas de: 2 
altas horas de la: 2 
horas de la noche: 2 
y una camisa de: 2 
una camisa de cuello: 2 
En realidad desde que: 2 
en el corazón y: 2 
porque en aquel instante: 2 
las mejores horas de: 2 
de su vida que: 2 
le abrió la puerta: 2 
Aureliano no hubiera tenido: 2 
no volvió a salir: 2 
baldaquín de la cama: 2 
que se zambullía en: 2 
en la alberca y: 2 
a la calle cuando: 2 
de la miseria y: 2 
de los muertos que: 2 
los muebles de la: 2 
muebles de la sala: 2 
mañana en el cuarto: 2 
en el delirio de: 2 
les tres sacos de: 2 
sí mismo en el: 2 
expulsó a los niños: 2 
a los niños de: 2 
los niños de la: 2 
niños de la casa: 2 
no lo hubiera hecho: 2 
se interesó en los: 2 
le preguntó cómo había: 2 
era el instinto de: 2 
de esmeraldas y topacios: 2 
esmeraldas y topacios y: 2 
que las cosas iban: 2 
a medida que el: 2 
su madre le había: 2 
creyendo que Amaranta Úrsula: 2 
en los lugares menos: 2 
y en ningún caso: 2 
de la librería del: 2 
librería del sabio catalán.: 2 
parecida a la de: 2 
que después de todo: 2 
el arrasado esplendor de: 2 
ciudad de la compañía: 2 
de cabezas de gallo: 2 
cabezas de gallo que: 2 
la llegada de la: 2 
primera noche en que: 2 
peso con cincuenta centavos: 2 
llevó a su cuarto: 2 
antes de que Aureliano: 2 
a esperar el aeroplano: 2 
esperar el aeroplano y: 2 
del sabio catalán y: 2 
que el hombre había: 2 
No se le había: 2 
le había ocurrido pensar: 2 
la casa de las: 2 
casa de las muchachitas: 2 
se acostaban por hambre: 2 
modo que Aureliano y: 2 
que Gastón empezaba a: 2 
collares de vértebras de: 2 
la posibilidad de un: 2 
se acostaban por hambre.: 2 
El Niño de Oro: 2 
el mecedor de bejuco: 2 
y se asomó al: 2 
en el vagón de: 2 
porque a medida que: 2 
a tales extremos de: 2 
en la mesa del: 2 
seco y como achicharrado: 2 
y como achicharrado por: 2 
como achicharrado por haberlo: 2 
achicharrado por haberlo levantado: 2 
por haberlo levantado contra: 2 
haberlo levantado contra su: 2 
le habló de la: 2 
habló de la desgracia: 2 
de la desgracia de: 2 
la desgracia de su: 2 
en el que Amaranta: 2 
las puertas y las: 2 
puertas y las ventanas: 2 
=> 5-grams:
Cien años de soledad Gabriel: 170 
años de soledad Gabriel García: 170 
de soledad Gabriel García Márquez: 170 
Santa Sofía de la Piedad: 46 
se dio cuenta de que: 18 
en la puerta de la: 11 
el coronel Aureliano Buendía no: 10 
que el coronel Aureliano Buendía: 10 
en el centro de la: 9 
soledad Gabriel García Márquez de: 9 
las dos de la tarde: 9 
hasta el punto de que: 9 
de Santa Sofía de la: 9 
a la hora de la: 9 
que el coronel Gerineldo Márquez: 9 
a las dos de la: 8 
con la idea de que: 8 
el resto de su vida: 7 
en el momento en que: 7 
el corredor de las begonias: 7 
la puerta de la calle: 7 
del coronel Aureliano Buendía y: 7 
con la punta de los: 6 
a las tres de la: 6 
el cuento del gallo capón: 6 
con el pretexto de que: 6 
Santa Sofía de la Piedad.: 6 
la hora de la siesta: 6 
que Santa Sofía de la: 6 
el coronel Aureliano Buendía se: 6 
Fue por esa época que: 6 
después frente al pelotón de: 5 
frente al pelotón de fusilamiento: 5 
la noche a la mañana: 5 
los tiempos de la fundación: 5 
tuvo la impresión de que: 5 
la punta de los dedos: 5 
con la noticia de que: 5 
no se dio cuenta de: 5 
por la época en que: 5 
en la cuenta de que: 5 
si querían que les contara: 5 
querían que les contara el: 5 
que les contara el cuento: 5 
les contara el cuento del: 5 
contara el cuento del gallo: 5 
en el corredor de las: 5 
las cuatro de la tarde: 5 
José Arcadio Buendía bajo el: 5 
a las seis de la: 5 
en los tiempos de la: 5 
cuando el coronel Aureliano Buendía: 5 
a la conclusión de que: 5 
el coronel Aureliano Buendía .: 5 
al fin y al cabo: 5 
en el cuarto de Melquíades: 5 
hijos del coronel Aureliano Buendía: 5 
el coronel Aureliano Buendía había: 4 
en mitad de la calle: 4 
y estuvo a punto de: 4 
por el resto de su: 4 
de la noche a la: 4 
el coronel Aureliano Buendía volvió: 4 
coronel Aureliano Buendía volvió a: 4 
en el resto de su: 4 
hasta el día en que: 4 
punta de los dedos y: 4 
al derecho y al revés: 4 
Desde el momento en que: 4 
cuento del gallo capón y: 4 
el narrador decía que no: 4 
sino que si querían que: 4 
que si querían que les: 4 
Úrsula se dio cuenta de: 4 
a la tienda de Catarino.: 4 
la capital de la provincia: 4 
la puerta de la casa: 4 
que le hacía falta para: 4 
con el nombre de Aureliano: 4 
un tazón de café sin: 4 
hasta el extremo de que: 4 
en la tienda de Catarino: 4 
jefe civil y militar de: 4 
las seis de la tarde: 4 
la calle de los Turcos: 4 
al coronel Aureliano Buendía y: 4 
coronel Aureliano Buendía no se: 4 
el coronel Gerineldo Márquez se: 4 
el coronel Gerineldo Márquez le: 4 
Se dio cuenta de que: 4 
de que el coronel Aureliano: 4 
El coronel Aureliano Buendía no: 4 
El coronel Aureliano Buendía se: 4 
el coronel Aureliano Buendía fue: 4 
y por primera vez en: 4 
el presidente de la república: 4 
joven comandante de la guardia: 4 
sombrero de alas de cuervo: 4 
en darse cuenta de que: 4 
la puerta de la calle.: 4 
y por primera vez desde: 4 
la idea de que el: 4 
en el cuarto de Melquíades.: 4 
a la puerta de la: 4 
después de la muerte de: 4 
correspondencia con los médicos invisibles: 4 
para darse cuenta de que: 4 
los tiempos de la compañía: 4 
tiempos de la compañía bananera: 4 
de las muchachitas que se: 4 
las muchachitas que se acostaban: 4 
muchachitas que se acostaban por: 4 
años después frente al pelotón: 3 
en que su padre lo: 3 
que su padre lo llevó: 3 
su padre lo llevó a: 3 
padre lo llevó a conocer: 3 
lo llevó a conocer el: 3 
en cualquier lugar de la: 3 
tuvo la certidumbre de que: 3 
que de la noche a: 3 
desde los tiempos de la: 3 
al otro lado de la: 3 
a través de la ventana: 3 
desde la tarde en que: 3 
no tenía nada que ver: 3 
tenía nada que ver con: 3 
a las ocho de la: 3 
soledad Gabriel García Márquez del: 3 
el nombre de José Arcadio: 3 
mucho tiempo antes de que: 3 
que se trataba de una: 3 
dando vueltas en la cama: 3 
el cuello de la camisa: 3 
las tres de la madrugada: 3 
del gallo capón y cuando: 3 
narrador decía que no les: 3 
decía que no les había: 3 
dio cuenta de que la: 3 
el camino de la ciénaga: 3 
durante la peste del insomnio: 3 
la peste del insomnio y: 3 
en la tienda de Catarino.: 3 
al contrario de lo que: 3 
en el Hotel de Jacob: 3 
en el camino de la: 3 
La casa se llenó de: 3 
de las dos de la: 3 
a las cuatro de la: 3 
con la yema de los: 3 
la yema de los dedos: 3 
de José Arcadio Buendía que: 3 
a la capital de la: 3 
a José Arcadio Buendía y: 3 
que nada tenía que ver: 3 
nada tenía que ver con: 3 
por el sol y la: 3 
las ocho de la mañana: 3 
Al cabo de tres meses: 3 
por el corredor de las: 3 
Arcadio Buendía bajo el castaño: 3 
de la Virgen de los: 3 
la Virgen de los Remedios: 3 
el sentido de la realidad: 3 
en los tiempos en que: 3 
anunció el término de la: 3 
el día en que el: 3 
que a pesar de su: 3 
de jefe civil y militar: 3 
en la época en que: 3 
en el salón de clases: 3 
Por la época en que: 3 
al coronel Aureliano Buendía en: 3 
la impresión de que el: 3 
Santa Bofia de la Piedad: 3 
Entonces el coronel Aureliano Buendía: 3 
de José Arcadio Buendía bajo: 3 
llegó a la conclusión de: 3 
todo el ámbito de la: 3 
A las cinco de la: 3 
la muerte del coronel Aureliano: 3 
a Santa Sofía de la: 3 
abogados vestidos de negro que: 3 
en que el coronel Gerineldo: 3 
un instante de sosiego mientras: 3 
del coronel Aureliano Buendía que: 3 
el coronel Aureliano Buendía y: 3 
el coronel Gerineldo Márquez y: 3 
se tomó el trabajo de: 3 
el coronel Aureliano Buendía estaba: 3 
dio cuenta de que el: 3 
con la certidumbre de que: 3 
la impresión de que la: 3 
revisión de los títulos de: 3 
porque al fin y al: 3 
soledad Gabriel García Márquez El: 3 
la forma en que se: 3 
el coronel Aureliano Buendía lo: 3 
se le vio en la: 3 
en más de una ocasión: 3 
el joven comandante de la: 3 
Sofía de la Piedad le: 3 
Sofía de la Piedad que: 3 
por dentro y por fuera: 3 
un San José de yeso: 3 
de Remedios la bella y: 3 
a Remedios la bella y: 3 
con manteles de lino y: 3 
hasta la hora de acostarse: 3 
llamó a la puerta del: 3 
nada que ver con la: 3 
cruz de ceniza en la: 3 
de ceniza en la frente: 3 
más allá de la muerte: 3 
a la hora de más: 3 
se interpretaban los sueños y: 3 
en que Remedios la bella: 3 
en la penumbra de la: 3 
se daba cuenta de que: 3 
como todo el mundo creía: 3 
en casa de Petra Cotes: 3 
hora de la siesta y: 3 
las setenta y dos bacinillas: 3 
no hubiera tenido necesidad de: 3 
Sofía de la Piedad y: 3 
que hacer un grande esfuerzo: 3 
hacer un grande esfuerzo para: 3 
a su hijo José Arcadio: 3 
